number,name,date,proponents,parties,link,processing_status,processing_result,summary,keywords
2209620,양곡관리법 일부개정법률안,2025-04-07,"['송옥주', '김남희', '김태년', '문금주', '박정', '박해철', '어기구', '윤준병', '이병진', '이수진', '이원택', '임미애']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2V5W0U4V0D2B1C6A1A8Y3A1H1G1F5,1,,"제안이유\n공익형직불제를 도입하고 쌀변동직불제가 폐지되면서 정부는 쌀 생산이 과잉되거나 하락할 경우 시장에서 격리하는 방식으로 쌀 가격 안정을 추진하겠다고 약속하였지만, 쌀값 하락 시 시장격리를 실시할 수 있는 근거가 임의조항이라는 한계로 소극적 시장격리가 이루어지면서 쌀값 폭락 사태가 발생하고 있음.\n쌀이 전체 재배면적의 47%를 차지하고, 농업소득의 33%를 차지하고 있는 상황에서 쌀 재배 농가 경제안정과 식량자급률 제고를 위해 쌀 농가의 경영안전망 구축이 필요함.\n이에 시장가격이 기준가격 미만으로 하락하는 경우 그 차액을 보전하는 양곡가격안정제도를 도입하고, 양곡 정책 수립과 시행에 관한 심의 기구를 마련하고, 정부가 논타작물 재배지원 시책을 추진하도록 하는 등 쌀값 정상화 및 농업인의 경영안정을 도모하고 식량안보를 확립하려는 것임.\n주요내용\n가. 공공비축양곡을 미곡ㆍ밀ㆍ콩 및 대통령령으로 정하는 양곡으로 정의함(안 제2조).\n나. 정부관리양곡 종합관리시스템 구축ㆍ운영 근거를 마련함(안 제9조의3 신설).\n다. 농림축산식품부장관이 수립하는 양곡수급안정대책에 양곡의 목표가격을 포함하도록 함(안 제16조제1항제3호 신설).\n라. 농림축산식품부장관은 양곡가격안정제도를 실시하도록 함(안 제16조의3 신설).\n마. 농림축산식품부장관은 양곡가격안정제도의 실시에도 불구하고 미곡의 가격이 급격하게 하락하거나 상승이 우려되는 위기 상황이 발생한 경우 양곡수급관리위원회의 심의를 거쳐 대책을 수립ㆍ시행하도록 함(안 제16조제4항 신설).\n바. 양곡의 수급안정을 위한 정책 수립과 시행에 관한 중요 사항을 심의하기 위하여 농림축산식품부에 양곡수급관리위원회를 설치하도록 함(안 제16조의4 신설).\n사. 선제적 수급조절 정책을 추진하기 위하여 미곡 공급량의 선제적 조절을 위한 사업 지원 근거를 마련함(안 제16조의5 신설).\n아. 논타작물의 자급률을 제고하기 위하여 논타작물 재배지원의 근거를 마련함(안 제16조의6 신설).","['식량안보', '농업지원', '정부지원', '농축수', '식량위기', '농업', '농촌활성화', '농지구입', '농업협력', '농가반발', '농가소득', '식량부족', '농정', '식량', '쌀소비량', '식량생산']"
2209619,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,2025-04-07,"['송옥주', '김남희', '김태년', '문금주', '박정', '박해철', '어기구', '윤준병', '이병진', '이수진', '이원택', '임미애']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2K5I0J4H0G2G1O6P1N9N4M0K2L0T3,1,,"제안이유\n농산물의 수급과 결정은 주로 시장을 통해서 이루어지고 있으나 태풍ㆍ가뭄ㆍ홍수 등 자연재해의 영향을 크게 받아 탄력적으로 생산량을 조절하여 대응하기 어려움. 또한, 농산물의 가격이 폭등하는 경우 해외 농산물을 수입하여 농산물의 가격을 인위적으로 인하하고 이로 인해 농산물의 시장가격이 왜곡되어 그 피해를 농가가 떠안는 실정임.\n한편 현행법은 과잉생산 시의 생산자 보호를 규정하고 있지만, 가격의 폭등에 따른 소비자 보호에 관한 규정은 두고 있지 않음.\n이에 시장가격이 기준가격 미만으로 하락하는 경우 그 차액을 보전하는 농산물 가격안정제도를 도입하고, 계약생산 제도와 가격폭등 시 소비자를 보호하기 위한 제도를 정비함으로써 농산물 생산자와 소비자를 보호하고, 국가 식량 안보의 강화 및 농업인의 경영안정을 도모하려는 것임.\n주요내용\n가. 농산물의 원활한 수급과 적정한 가격 유지를 위하여 농림축산식품부장관으로 하여금 계약생산 및 계약출하 계획을 매년 수립하고 이를 국회 소관 상임위원회에 보고하도록 함(안 제6조제2항 및 제3항 신설).\n나. 계약생산 및 계약출하에 따른 생산자와 소비자의 보호를 위하여 손실을 보전하는 계약생산재배이행 지원제도를 실시하도록 함(안 제6조제4항 신설).\n다. 농산물의 가격 폭등 시 소비자를 보호하기 위한 소비자 시책 및 사업 등을 추진하도록 함(안 제9조의3 신설).\n라. 농산물의 가격이 기준가격 미만으로 하락하는 경우 농림축산식품부장관이 생산자에게 그 차액을 지급하는 제도인 농산물가격안정제도를 도입함(안 제16조의2 신설).\n마. 농산물가격안정제도를 시행하기 위한 대상 품목의 선정, 기준가격 등을 심의하기 위하여 농림축산식품부에 농산물가격안정심의위원회를 둠(안 제16조의3 신설).","['식품위생법', '가격안정', '지역농산물', '농수산물', '어업소득', '농산물', '원자재', '물가안정', '농촌활성화', '물가', '식량안보', '가격', '농협', '농축수', '농업', '농가', '농가반발', '식량부족', '농정', '가격억제']"
2209618,농어업재해보험법 일부개정법률안,2025-04-07,"['송옥주', '김남희', '김태년', '문금주', '박정', '박해철', '어기구', '윤준병', '이병진', '이수진', '이원택', '임미애']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2I5I0G4H0F2G1N6O2N0L5L7J1K8G1,1,,"제안이유\n지구온난화 등 기후변화로 인한 자연현상으로 폭염, 한파, 집중호우 등 이상기상이 빈번하게 발생함에 따라 농어업재해의 심각성과 피해가 확대되고 있음.\n그런데 현행법에 따른 농어업재해보험에 가입하더라도 높은 자기부담 비율과 좁은 손해보장 범위 등으로 현장 농어업인의 만족도가 높지 않은 상황임. 또한 보험목적물에 대한 손해평가가 적절하게 이루어지지 않고 있다는 보험가입자의 비판적인 의견도 지속적으로 제기되고 있는 상황임.\n이에 농림축산식품부장관 또는 해양수산부장관이 농어업재해보험의 지원ㆍ평가 업무를 전담하는 기관을 지정할 수 있도록 하여 농어업재해보험 사업을 효과적으로 추진하고 관리체계를 강화하는 한편, 기후변화에 따른 농업재해를 대비하기 위한 기후위기 전문위원회를 두도록 하는 등 현행법의 제도를 정비하여 농어업인 경영안정과 생산성 향상을 도모하려는 것임.\n주요내용\n가. 농업재해 중 병충해에 기후변화 등으로 발생하는 병해충 등 농림축산식품부령으로 정하는 병충해를 포함하도록 함(안 제2조제1호).\n나. 농림축산식품부장관과 해양수산부장관은 기본계획과 실행계획을 효과적으로 수립ㆍ시행하기 위하여 실태조사를 매년 실시하도록 함(안 제2조의3 신설).\n다. 지구온난화 등 기후변화가 농업재해에 미치는 영향을 파악하고 효율적인 재해보험 정책 수립을 위하여 농림축산식품부에 기후위기 전문위원회를 두도록 함(안 제3조의2 신설).\n라. 농림축산식품부장관과 해양수산부장관은 공정하고 객관적인 손해평가를 위하여 손해평가에 대한 검증조사를 실시할 수 있도록 함(안 제11조제7항 신설).\n마. 정부는 재해보험가입자가 부담하는 보험료의 100분의 80 이상을 지원하도록 함(안 제19조제1항).\n바. 농림축산식품부장관과 해양수산부장관으로 하여금 실태조사, 통계의 작성, 손해평가 검증조사 등에 필요한 업무를 수행하기 위한 전담기관을 지정하고 그 업무의 일부를 위탁할 수 있도록 함(제26조의2 신설).","['기후변화', '기후재난', '기상이변', '실태조사', '지원금', '농축수', '농협', '농업', '기후위기대응', '농업협력', '농가반발', '농작물재해보험', '재난', '식량안보', '기후위기', '기후목표']"
2209617,재난 및 안전관리 기본법 일부개정법률안,2025-04-07,"['김윤', '강선우', '권향엽', '김교흥', '김기표', '김남근', '김동아', '김병기', '김성환', '문대림', '박지원', '박해철', '박희승', '송옥주', '신영대', '위성곤', '이수진', '이정문', '임광현', '임미애', '전현희', '한병도', '윤종오']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '진보당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2Z5Y0W4W0U4W0D9E4C0D1B6Z1A5P1,1,,"제안이유\n현행법에서는 안전취약계층이 재난으로부터 안전을 확보할 수 있는 생활환경을 조성 할 수 있도록 하고 있고, 재난으로 인한 사망자ㆍ실종자ㆍ부상자를 지원할 수 있도록 규정하고 있음. 또한 재난 예방을 위하여 재난 및 안전관리에 필요한 과학기술 등 연구개발 사업을 추진할 수 있도록 규정하고 있음.\n그러나 재난이 빈번하게 발생하고 있는 상황에서 거동이 불편한 노인ㆍ장애인이 신속하게 대피하지 못해 피해가 더욱 크게 발생하며, 재난 구호 조치 외에도 후유증 치료나 간병, 보조장구 사용 등에 필요한 비용 지원이 규정되어 있지 않아 이를 명시할 필요가 있음. 또한, 재난 피해자에 대한 정기적인 실태조사에 관한 법적 근거가 미비하여 체계적인 데이터 확보와 연구에 한계가 있음.\n이에 재난 발생 시 안전취약계층의 대피를 돕는 대피 도우미 제도를 신설하고, 마을방송을 활용한 재난 경보 시스템, 대피장소 사전 안내 및 숙지 등 실질적인 대피 시스템을 구축하려는 것임. 아울러 의료비지원을 명시하여 재난 피해자의 안정적인 회복을 돕고, 재난 종료 이후에도 재난 피해자의 치료를 위한 실태조사와 장기추적조사에 관한 규정을 마련하고자 하는 것임(안 제38조의2, 제40조, 제65조의3, 제66조, 제71조의3, 제74조의3 및 제74조의6).\n주요내용\n가. 재난의 신속한 전파와 대피를 위해 읍ㆍ면ㆍ동의 이장이나 통장이 마을방송을 통해 재난 대피 안내를 할 수 있도록 함(안 제38조의2제3항제6호 신설).\n나. 사전에 재난 대피장소를 지정한 경우, 주민들에게 대피장소의 위치, 접근 경로를 사전에 안내하여 숙지할 수 있도록 함(안 제40조제2항 신설).\n다. 재난 피해자의 치료를 전담하는 주치의 제도를 도입하여 재난 종료 이후에도 피해자의 치료를 체계적으로 관리할 수 있도록 함(안 제65조의3 신설).\n라. 재난으로 인한 부상의 치료 및 장기적인 후유증, 간병, 보조장구 사용에 소요되는 실질적인 비용을 지원할 수 있도록 함(안 제66조제3항제9호 신설).\n마. 재난 피해자 등의 신체ㆍ심리 상태를 확인하기 위해 재난 피해자 등의 관한 실태조사를 실시할 수 있고, 재난이 종료된 이후에도 지속적인 치료를 위해 장기추적 조사를 시행할 수 있도록 함(안 제71조의3 신설).\n바. 재난 발생 시 거동이 불편하여 신속한 대피가 불가능한 노인ㆍ장애인과 같은 안전 취약계층을 위해 대피 도우미 인력을 사전에 지정ㆍ운영할 수 있도록 함(안 제74조의6 신설).","['재난공동대응', '재난대응훈련', '재난문자', '안전문제', '노인돌봄', '안전', '재난안전대책본부', '고령층', '안전활동강화', '재난지원금', '치료비', '재난', '고령화']"
2209616,양곡관리법 일부개정법률안,2025-04-07,"['어기구', '박지원', '박희승', '소병훈', '송옥주', '오세희', '이개호', '이원택', '임호선', '주철현', '김재원']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2H5F0E3D2E8A0Y7W5V0W3E7D7B8C1,1,,"제안이유\n매년 되풀이되는 쌀값 하락으로 인하여 농업인들이 경제적 어려움을 겪고 있음.\n지난 제21대 국회에서는 이러한 문제의 심각성을 인식하여 쌀의 시장격리를 의무화하는 내용을 골자로 하는 「양곡관리법 일부개정법률안」을 통과시켰으나, 대통령의 거부권 행사로 실제 시행되지는 못하면서 식량안보의 근간인 양곡의 생산에 있어 불확실성이 가중되고 있음.\n이에 양곡가격안정제도의 시행, 양곡수급관리위원회의 기능 강화, 타작물재배 지원 등을 통하여 쌀값 정상화 및 농업인의 소득안정에 기여하고자 함.\n주요내용\n가. 농림축산식품부장관은 양곡의 가격불안정에 따른 농가의 경영위험을 완화하고 양곡 수급을 안정시켜 소비자를 보호하며, 식량안보를 강화하기 위하여 양곡의 가격이 기준가격 미만으로 하락하는 경우 생산자에게 그 차액을 지급하는 양곡가격안정제도를 실시할 수 있도록 하고, 미곡의 경우 양곡가격안정제도의 대상 농지는 대통령령으로 정하는 기준연도에 미곡 재배에 이용된 농지로 한정함(안 제15조의2 신설).\n나. 농림축산식품부장관은 양곡가격안정제도의 실시에도 불구하고 미곡의 가격이 폭락하거나 폭등하는 경우 미곡의 초과생산량을 매입하거나 정부관리양곡을 판매하는 등 대책을 수립ㆍ시행하도록 함(안 제16조제4항).\n다. 양곡의 수급안정을 위한 정책 수립과 시행에 관한 중요 사항을 심의ㆍ의결하기 위하여 농림축산식품부에 양곡수급관리위원회를 두고 양곡수급안정대책 및 미곡수급안정대책의 수립ㆍ시행, 양곡가격안정제도의 대상 품목, 기준가격, 차액의 지급비율 등을 심의ㆍ의결하도록 함(안 제16조의3 신설).\n라. 농림축산식품부장관은 미곡의 수급안정 및 타작물의 자급률을 제고하기 위하여 타작물의 재배를 지원하기 위한 계획을 수립ㆍ시행하도록 하고, 타작물을 재배하는 농업인등에 대하여 재정적 지원을 하도록 함(안 제16조의4 신설).","['농업지원', '농축수', '농협', '농업경영인', '농업', '쌀', '농업협력', '쌀값', '농가반발', '농가소득', '식량부족', '식량안보', '쌀판매', '쌀값폭등', '식량생산']"
2209615,울산·경북·경남 초대형산불 피해구제 및 지원 등을 위한 특별법안,2025-04-07,"['김태선', '김남근', '김병주', '김영배', '김영환', '김주영', '박균택', '박정', '박홍배', '위성락', '윤종군', '윤준병', '이학영', '장철민', '정준호', '허영']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2O5M0L4L0T3U1S0S2R8S1Q9Q6Y9X8,1,,"제안이유\n2025년 3월 21일 울산, 경북, 경남지역에 걸쳐 광범위하게 발생한 초대형산불로 서울 여의도 면적의 166배에 달하는 48,239ha의 산림이 파괴되었습니다. 이번 산불로 인해 30명의 소중한 국민이 목숨을 잃고, 중상과 경상을 합쳐 45명이 부상을 입기도 했습니다. 존엄한 삶의 기본이라 할 수 있는 주택 3천여동이 불타고, 문화재 29개 소가 소실되며 인명과 재산 피해에서 역대 최대규모의 산불로 평가되고 있습니다.\n초대형산불로 인해 집과 삶의 터전을 잃고 망연자실하고 있는 피해자들의 일상 복귀 지원과 건강ㆍ재산 피해에 대한 구제가 신속하게 이루어져야 한다는 필요성이 제기되고 있습니다. 더욱이 내란으로 인해 촉발된 국가시스템의 작동이 원활하지 않은 지금 초대형산불로 인한 피해 복구를 위한 특단의 대책이 시급합니다. 이에, 특별법 제정을 통해 주거지원금 등 금전적 지원을 적기에 시행하고, 심리상담 등 다방면의 지원을 통해 피해자 및 피해지역의 안정과 회복을 도모하고자 합니다.\n주요내용\n가. 이 법은 2025년 3월 21일부터 2025년 3월 30일까지 울산광역시 울주군, 경상북도 의성군ㆍ안동군ㆍ영덕군ㆍ영양군ㆍ청송군, 경상남도 산청군ㆍ하동군ㆍ김해군, 전라북도 무주군, 충청북도 옥천군에서 발생한 초대형산불(울산ㆍ경북ㆍ경남 초대형산불이라 한다)로 인하여 신체적ㆍ정신적ㆍ재산상 피해를 입은 사람 등에 대한 피해구제와 생활 및 심리안정 등의 지원을 통해 피해지역의 안정과 회복을 도모하는 것을 목적으로 함(안 제1조).\n나. 국가가 재해 예방 및 재해의 위험으로부터 국민을 보호해야 할 의무를 확인하고 울산ㆍ경북ㆍ경남 초대형산불 관련 배상 및 보상 등에 관한 사항을 심의ㆍ의결하기 위해 국무총리 소속으로 울산ㆍ경북ㆍ경남 초대형산불 배상 및 보상 위원회를 두도록 함(안 제5조).\n다. 배상금은 울산ㆍ경북ㆍ경남 초대형산불 인하여 발생한 손해에 대한 「민법」 및 「국가배상법」 등 관계 법령에 따른 손해배상금 등을 말하고, 국가는 「민법」 제469조제1항에 따라 손해배상금을 대위변제할 수 있도록 하며, 국가는 피해자에게 위로지원금이 지급되도록 해야 함(안 제8조).\n라. 국가는 울산ㆍ경북ㆍ경남 초대형산불과 관련하여 구조ㆍ수습에 참여함으로 인해 사업장 운영, 근로 등의 생계활동에 피해를 입은 사람 등 울산ㆍ경북ㆍ경남 초대형산불 복구ㆍ수습 과정에서 피해를 입은 사람이 입은 손실을 보상해야 함(안 제9조).\n마. 배상금ㆍ위로지원금 및 보상금을 받으려는 자는 이 법 시행 후 6개월 이내에 위원회에 신청하도록 하고, 위원회는 신청을 받은 날부터 120일 이내에 그 지급 여부 및 금액을 결정하도록 하며, 위원회가 결정한 사항에 대하여 이의가 있는 신청인은 결정서정본을 송달받은 날부터 30일 이내에 위원회에 재심의를 신청할 수 있도록 함(안 제10조부터 제14조까지).\n바. 국가는 위원회의 지급결정 및 임시지급결정에 따라 신청인에게 지급한 금액의 한도에서 신청인의 국가 외의 자에 대한 손해배상청구권을 대위하도록 함(안 제18조).\n사. 국가와 지방자치단체는 피해자의 신체적ㆍ정신적ㆍ재산상 피해 구제를 위한 지원 대책을 마련하고, 보건ㆍ의료ㆍ고용 등 피해자의 일상생활을 통합적으로 지원하며, 피해자 및 피해지역에 대한 지원계획을 수립ㆍ시행할 때에 피해자 등의 의견을 듣고 최대한 반영하도록 함(안 제19조 및 제20조).\n아. 「재난 및 안전관리 기본법」에도 불구하고 피해지역 주택 복구비에 대한 국고 지원 부담률을 70퍼센트 이상으로 하도록 하고, 국가가 울산ㆍ경북ㆍ경남 초대형산불로 발생한 소상공인 및 중소기업의 재산 피해 복구비를 지원할 수 있도록 함(안 제23조 및 제24조).\n자. 국가는 피해자에게 주거지원금, 생활지원금 및 의료지원금을 지급할 수 있고, 피해자가 울산ㆍ경북ㆍ경남 초대형산불로 인하여 악화된 심리적 증상 및 정신질환 등에 대하여 의학적 검사 또는 치료를 받을 수 있도록 지원하도록 함(안 제22조 및 제28조).\n차. 국가는 이 법에 따른 금전적 지급이나 그 밖의 지원을 거짓이나 그 밖의 부정한 방법으로 받은 경우 또는 착오 등으로 지급ㆍ지원된 경우에는 그에 상당하는 금액을 환수하도록 하고, 거짓이나 그 밖의 부정한 방법으로 배상금ㆍ위로지원금ㆍ보상금 및 주거지원금등을 받거나 받게 한 사람은 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하도록 함(안 제38조 및 제39조).","['기후변화', '재난공동대응', '재난대응체계', '옥천', '화재', '국가부채', '자연재해', '민생', '피해', '지자체', '재난', '산불', '국가폭력']"
2209614,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2025-04-07,"['양부남', '권향엽', '김승원', '김현정', '민형배', '박균택', '복기왕', '서미화', '염태영', '이광희', '이용우', '이학영', '장종태', '정준호', '조계원', '조인철', '채현일', '한준호', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2J5H0G2G2O5O0N9O1M7M2K7T9T1R0,1,,"제안이유 및 주요내용\n민주화운동 중 4ㆍ19혁명 참가자는 현행법에 따라 국가유공자로 인정받고 있으나, 5ㆍ18민주화운동 참가자는 「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」에 따라 국가유공자가 아닌 5ㆍ18민주유공자로 인정받고 있음.\n그러나 5ㆍ18민주화운동이 우리나라의 민주주의와 인권 발전에 기여한 바가 큰 점을 고려할 때, 5ㆍ18민주화운동 참가자도 국가유공자에 포함시킬 필요가 있음.\n이에 「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」 제4조에 따른 5ㆍ18민주유공자를 국가유공자로 인정함으로써 그 공헌과 희생에 합당한 예우를 하려는 것임(안 제4조제1항제13호의2 신설 등).","['국가유산수리기술위원회', '헌정질서', '독립유공자', '국가보훈부', '4·3희생자', '진상규명', '제주4·3사건', '민주화운동', '5000t급', '국가유공자', '4·3진상규명', '5위', '인권', '5·18민주화운동']"
2209613,지방세특례제한법 일부개정법률안,2025-04-07,"['김태선', '김병주', '김영배', '김주영', '박균택', '박정', '박홍배', '위성락', '윤종군', '윤준병', '이학영', '장철민', '정준호', '허영']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q5R0P4Q0O3O1X0V2B6B1A7A6Z3Z4,1,,"제안이유 및 주요내용\n현행법은 근로복지공단이 산업재해보상보험 사업 목적으로 취득하는 부동산에 대해서는 취득세의 100분의 25를 2025년 12월 31일까지 경감하고, 의료ㆍ재활사업 목적으로 취득하는 부동산에 대해서는 취득세 및 재산세의 100분의 50을 2027년 12월 31일까지 경감하고 있습니다.\n그런데 근로자의 생활 안정 지원과 재활ㆍ재건 등 특수 의료서비스 제공에 따른 운영비 부담 등으로 인하여 적자가 심화되고 있는 산재ㆍ재활병원의 안정적인 운영 지원을 위해서는 해당 특례의 세금 감면율을 상향하고 감면 기간을 연장할 필요가 있습니다.\n이에 근로복지공단이 산업재해보상보험 사업 목적으로 취득하는 부동산에 대한 취득세 감면 기한을 2027년 12월 31일까지로 2년 연장하고, 의료ㆍ재활사업 목적으로 취득하는 부동산에 대한 취득세 및 재산세의 감면율을 100분의 80으로 상향하려는 것입니다(안 제27조).","['세법', '세액감면', '세액공제', '산업재해보상보험', '재활치료', '재정지원', '세제', '세수결손', '재정위기', '의료비', '재산세', '세금감면', '재활', '의료개혁']"
2209612,대통령기록물 관리에 관한 법률 일부개정법률안,2025-04-07,"['용혜인', '김남희', '김성환', '김영배', '김영환', '박상혁', '서미화', '소병훈', '이수진', '이훈기', '김종민', '한창민', '김재원', '김준형']","['기본소득당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '무소속', '사회민주당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q5P0Q3O2N5J2I1I0H9F4O7N2N5M0,1,,"제안이유\n현행법은 대통령이 대통령기록물에 대하여 15년의 범위 이내로 보호기간을 정할 수 있도록 함. 그러나 대통령기록물의 보호기간 지정에 대한 별도의 심의 절차가 없어, 대통령이 자의적 판단에 따라 민감한 정보를 은폐할 수 있다는 우려가 제기되고 있음.\n또한 대통령 궐위 시 대통령기록물의 보호기간 지정권자에 대한 규정이 없어 이에 대한 논란이 반복되고 있음. 실제로 대법원은 황교안 대통령 권한대행이 대통령기록물의 보호기간을 지정한 것을 두고 위법한 처분이라고 판결한 바 있음.\n뿐만 아니라, 정보공개소송에 따른 공개 결정에도 불구하고 대통령기록물에 대해 이관, 보호기간 지정 등을 이유로 공개를 거부하는 사례가 빈번하게 발생함. 황교안 대통령 권한대행은 정보공개 결정이 내려진 대통령기록물에 대해 이미 대통령기록관으로 이관되었다는 이유로 공개를 거부했으며, 탄핵소추된 윤석열 대통령의 대통령실은 ‘대통령실 직원명단을 공개하라’는 취지의 대법원 판결에도 보호기간을 지정할 예정이라는 이유로 공개를 거부함.\n그 외에도 대통령의 사고로 인한 직무수행불능 시 대통령기록물 관리에 필요한 조치 규정, 전직 대통령의 대통령기록물 열람 제한 규정 등이 부재해 대통령기록물법 개정의 필요성이 지속적으로 제기되어 왔음.\n이에 대통령기록물의 보호기간 지정에 대한 심의 절차, 궐위 시 지정권자 등을 법률로 규정해 대통령지정기록물의 투명성을 제고하고, 정보공개소송 중인 대통령기록물의 이관, 비공개 분류, 보호기간 지정을 제한해 국민의 알 권리를 보장하며, 대통령의 사고로 인한 직무수행불능 시 대통령기록물 관리에 필요한 조치를 규정하는 등 현행법의 사각지대를 보완하려는 것임.\n주요내용\n가. 대통령이 대통령지정기록물의 보호기간을 지정할 경우에 전문위원회의 심의를 거치도록 함(안 제17조제1항).\n나. 대통령 궐위 시에 중앙기록물관리기관의 장이 보호기간을 지정하도록 함(안 제17조제2항 신설).\n다. 대통령기록물이 정보공개소송의 대상이 된 경우에 대통령기록물의 이관, 비공개 분류 및 보호기간 지정을 제한함(안 제17조의2 신설).\n라. 대통령의 궐위 뿐만 아니라 사고로 인하여 직무를 수행할 수 없을 시에도 대통령기록물생산기관의 장이 이관에 필요한 조치를 하도록 함(안 제20조의2).\n마. 전직 대통령이 재직 중 탄핵을 받아 파면된 경우 등은 전직 대통령의 대통령기록물 열람을 제한함(안 제18조제4항 신설).","['헌정질서', '탄핵', '가택수색', '정치탄압', '대통령실', '정보공개청구', '윤석열정권', '탄핵심판', '국가사업', '정치적논란', '재의요구권', '내란심판', '법원']"
2209611,국민건강증진법 일부개정법률안,2025-04-07,"['이학영', '김기표', '김성환', '김영배', '박민규', '박정현', '박해철', '신영대', '전재수', '한민수']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Z5X0Y4X0V3V1R5S5Q2P5P4N1O9V6,1,,제안이유 및 주요내용\n「산업안전보건법」에 따르면 일정 규모 이상의 사업장에 대하여 근로자의 신체적 피로와 정신적 스트레스를 해소할 수 있도록 휴식시간에 이용할 수 있는 휴게시설을 설치하도록 하고 있음.\n이러한 휴게시설의 경우 많은 근로자들의 휴식공간으로 사용되고 있음에도 휴게시설과 그 주변 구역이 금연구역으로 지정되지 않고 있어 비흡연근로자의 건강을 해칠 우려가 있음.\n이에 「산업안전보건법」에 따른 휴게시설 및 그 주변 10미터 이내의 구역을 금연구역으로 지정하려는 것임(안 제9조제4항제26호 및 제6항제4호 신설).,"['흡연', '금연환경조성', '건강', '보건정책', '흡연예방', '흡연금지', '금연정책', '건강보호', '간접흡연', '국민건강', '금연구역', '산업안전보건법', '금연', '흡연자', '건강개선']"
